0 1 2
455 1 15
455 13 381
455 24 3
455 1 5
455 30 436
455 30 357
455 22 76
455 13 27
455 30 420
455 13 139
455 1 341
455 11 357
455 30 373
456 13 14
456 24 3
456 1 15
456 1 2
456 13 353
457 1 7
457 13 381
457 13 69
457 1 2
457 13 458
457 24 3
457 11 45
457 30 69
457 22 76
459 30 14
459 30 460
459 22 76
459 1 3
459 311 76
459 9 310
459 1 5
459 1 169
459 24 169
459 367 45
459 1 7
459 11 45
461 13 28
461 1 15
461 24 3
461 11 12
461 83 87
461 1 2
461 1 7
462 1 70
462 1 5
462 9 356
462 24 70
462 11 40
462 83 84
462 83 92
462 1 2
463 13 28
463 30 464
463 83 87
463 1 3
463 30 12
463 1 15
463 1 2
463 9 10
463 1 341
463 83 92
463 30 420
463 83 84
463 383 384
463 1 7
463 1 101
463 1 70
463 11 12
463 24 3
463 1 5
465 13 28
465 1 2
465 1 3
465 1 7
465 11 50
465 1 382
465 24 3
466 1 235
466 1 390
466 265 266
466 1 391
466 1 375
467 1 5
468 1 2
469 367 49
469 1 15
469 1 5
469 311 76
469 22 76
469 13 14
469 1 7
469 13 231
470 1 390
470 1 7
470 1 471
470 1 287
470 99 45
470 265 266
470 1 121
472 30 420
472 22 473
472 13 73
472 83 92
472 1 341
472 1 15
472 1 70
472 1 5
472 13 14
472 13 59
472 9 356
472 11 474
475 30 28
475 1 341
475 13 28
475 1 101
475 1 15
475 1 5
475 1 2
475 13 59
475 90 91
475 11 45
475 1 7
475 1 3
475 22 76
476 24 3
476 1 15
476 1 2
476 1 7
476 1 3
477 1 5
477 22 76
477 1 7
477 1 15
477 11 50
477 1 3
477 1 2
477 24 3
477 13 14
478 30 118
478 13 351
478 1 341
478 22 76
478 1 121
478 13 118
478 13 340
478 1 371
478 24 3
478 1 5
478 1 3
478 30 351
478 11 49
478 1 7
478 13 28
478 9 10
478 1 2
479 30 436
479 30 198
479 11 357
479 30 357
479 1 341
479 30 373
479 1 2
479 13 373
479 1 15
479 30 480
479 1 3
479 1 5
481 11 357
481 1 2
481 1 5
482 9 356
482 1 3
482 24 70
482 22 76
482 1 70
482 1 5
482 13 139
482 13 118
482 13 145
482 1 15
482 11 45
482 13 103
482 1 2
482 1 382
483 1 2
483 1 303
484 1 15
484 83 92
484 83 84
484 30 420
484 30 464
484 1 7
484 83 87
484 11 370
484 1 5
484 1 70
484 96 119
484 13 381
484 1 341
484 24 3
484 30 17
484 30 436
484 30 369
485 1 2
485 300 301
486 487 49
486 487 488
486 1 15
486 1 2
486 1 7
489 24 3
489 1 5
489 1 7
489 1 3
489 9 10
489 1 2
489 13 353
489 22 76
489 1 341
489 13 14
489 11 45
490 1 382
491 1 390
491 1 391
491 99 45
491 1 286
491 265 266
491 1 235
491 1 471
491 1 287
491 1 375
492 1 346
492 1 57
493 13 94
493 13 163
493 1 3
493 13 362
493 22 94
493 1 7
494 1 2
495 96 110
495 83 87
495 24 3
495 1 289
495 9 10
495 1 7
495 11 40
496 1 5
496 1 15
497 367 147
497 24 169
498 383 499
498 22 76
498 1 15
498 1 341
498 9 10
498 11 45
498 1 3
498 1 5
498 13 198
500 13 85
500 11 45
500 1 3
500 9 10
500 22 76
500 1 15
500 13 145
500 24 3
500 30 197
501 96 119
501 83 92
501 13 28
501 1 2
501 96 110
501 1 70
501 1 15
501 96 134
502 1 391
502 1 390
502 99 45
502 24 287
502 1 7
502 1 121
502 1 287
502 1 235
502 265 266
502 1 375
503 300 301
503 1 7
504 1 7
505 90 84
505 1 3
505 1 7
505 1 5
505 83 92
505 1 341
505 30 69
505 22 76
505 1 15
506 1 5
507 24 508
507 1 375
507 1 287
507 265 266
507 1 471
507 1 390
507 285 509
507 1 7
507 1 235
507 1 121
507 99 45
510 1 7
511 1 7
511 1 5
511 24 346
512 361 197
512 1 2
512 367 428
512 9 310
513 1 7
513 1 2
514 1 7
514 13 14
514 1 5
515 24 3
515 1 371
516 30 14
516 24 70
516 1 341
516 1 70
516 13 14
516 1 5
516 1 15
516 13 340
516 9 356
516 1 3
516 22 76
516 13 85
516 30 85
516 1 346
516 22 72
517 1 247
518 54 55
519 1 121
520 1 5
520 255 521
520 1 7
520 24 247
520 80 243
520 1 15
522 1 2
523 1 346
523 1 2
523 1 7
524 1 15
524 24 70
524 1 5
524 1 7
524 1 70
524 11 40
525 11 45
525 1 2
525 13 353
525 13 94
525 13 362
525 22 94
526 265 266
526 1 508
526 1 286
526 1 7
526 99 40
526 1 375
526 24 508
526 1 391
526 1 390
526 1 235
527 9 10
527 13 362
527 13 64
527 13 94
527 1 5
528 99 48
528 1 287
528 265 266
528 1 7
528 1 390
528 1 121
528 529 530
528 1 375
528 90 531
528 1 391
528 1 471
532 24 3
532 13 28
532 1 15
532 1 2
532 9 10
533 24 3
533 11 34
533 1 2
533 13 28
534 1 390
534 1 391
534 1 7
534 1 375
534 265 266
534 99 37
534 1 235
534 1 121
534 1 289
535 367 45
535 1 7
535 1 2
536 1 2
536 13 69
537 22 76
537 24 3
537 1 382
537 1 7
537 13 118
537 9 10
537 13 163
537 11 50
537 1 371
538 1 341
538 1 3
538 1 371
538 13 163
538 9 10
538 13 103
538 1 7
538 24 3
539 1 3
539 22 473
539 1 15
539 24 3
539 9 10
540 1 5
540 9 10
540 1 3
540 1 371
540 1 101
540 1 2
540 367 45
540 13 28
540 11 45
540 30 464
540 22 76
540 30 28
540 1 15
541 1 287
541 1 391
541 1 235
541 90 542
541 1 121
541 90 531
541 1 390
541 90 543
541 1 7
544 22 94
544 24 3
544 1 7
544 1 5
544 13 163
545 1 2
546 13 14
546 24 3
546 13 547
546 1 382
546 1 2
546 13 163
546 13 435
546 22 76
546 1 5
548 255 521
548 1 15
548 1 5
549 1 550
549 388 327
549 1 235
551 1 303
551 1 552
551 1 15
551 1 5
551 1 2
551 1 7
553 1 238
553 24 346
553 19 76
553 9 554
555 1 238
555 1 15
555 1 57
556 1 3
556 22 76
556 13 118
556 1 15
556 13 107
556 13 59
556 9 10
556 13 28
556 1 5
556 1 2
556 1 101
556 11 45
556 30 107
556 11 37
556 24 3
556 1 7
557 9 10
557 13 27
557 1 15
557 30 420
557 83 84
557 22 558
557 1 3
557 24 3
557 83 92
557 96 119
557 96 175
557 30 558
559 1 375
559 1 121
559 265 266
559 1 391
559 96 542
559 96 543
559 1 390
559 1 235
559 99 45
560 80 243
561 1 562
561 285 563
561 99 45
561 1 235
564 311 31
564 361 28
565 96 110
565 13 73
565 13 28
565 1 7
565 1 15
565 1 3
565 22 558
565 96 134
565 83 92
565 90 115
565 90 117
565 1 5
565 90 87
565 90 106
565 13 27
565 90 91
565 83 87
566 1 5
566 1 3
566 13 59
566 1 7
566 83 92
566 11 12
566 9 10
567 1 7
567 1 15
567 1 341
567 11 45
567 30 85
567 22 76
567 1 3
568 1 5
568 30 37
568 11 37
568 30 20
568 13 27
568 30 85
568 30 436
568 1 2
568 30 420
569 99 51
569 1 121
569 265 266
569 1 391
569 96 543
569 1 570
569 1 390
569 1 375
569 1 508
571 1 5
572 19 76
572 1 7
572 1 15
572 300 301
572 1 238
572 1 346
573 24 3
573 9 10
573 11 51
574 1 346
574 1 2
574 24 238
575 1 5
576 265 266
576 1 121
576 96 542
576 96 543
576 99 229
576 1 390
576 285 283
576 1 375
576 1 391
576 1 7
576 90 531
576 90 577
576 1 235
578 99 45
578 24 508
578 1 7
578 529 530
578 285 563
578 1 508
578 96 543
578 1 375
578 1 121
578 1 471
579 1 7
579 22 76
579 1 3
579 1 2
580 311 76
580 1 169
580 1 15
581 11 29
581 90 148
581 1 5
581 90 91
581 90 119
581 13 28
581 90 134
581 1 15
581 83 84
581 90 106
581 90 154
581 90 582
581 1 3
581 90 110
581 9 10
581 13 381
581 90 117
581 1 7
583 24 3
583 13 197
583 1 2
583 1 3
584 1 5
584 1 15
584 13 14
584 1 341
584 24 70
584 9 356
584 383 499
585 13 14
585 1 341
585 383 499
585 1 382
585 1 5
585 1 15
585 24 3
585 30 14
586 1 7
586 9 356
586 1 70
586 300 197
586 19 76
587 1 57
588 54 55
588 1 5
589 1 101
589 9 310
589 1 3
590 367 51
591 1 5
592 367 45
592 361 67
592 1 15
592 367 51
592 1 2
593 11 45
593 1 2
593 1 7
593 1 15
593 1 3
594 99 37
595 1 341
595 30 464
595 13 385
595 1 7
595 24 3
595 13 28
595 30 28
595 1 15
595 11 45
595 13 458
596 19 76
597 1 15
597 1 2
598 13 28
598 24 3
598 1 7
598 11 45
598 1 3
599 1 3
599 30 436
599 96 134
599 30 600
599 30 464
599 30 601
599 30 40
599 1 15
599 24 70
599 30 199
599 90 175
599 1 5
599 1 2
599 90 91
599 22 601
599 1 70
599 13 381
602 83 87
602 24 3
602 30 198
602 13 28
602 1 7
602 1 2
602 22 124
602 1 3
602 1 5
602 30 420
602 83 92
602 30 362
602 13 139
602 1 15
602 9 10
603 22 76
603 1 562
603 13 59
603 1 2
603 13 118
603 13 353
603 1 5
604 24 169
604 1 5
605 13 73
605 11 45
605 22 76
605 1 2
605 9 10
605 24 3
606 1 7
607 99 36
607 311 72
607 1 15
607 361 108
608 1 5
609 1 5
609 1 2
609 22 76
609 1 3
609 1 15
609 24 3
610 1 7
610 1 3
610 22 76
610 9 10
611 13 28
611 13 163
611 1 5
611 1 7
611 24 3
611 13 64
612 383 499
612 9 10
612 1 5
612 22 76
612 1 341
612 1 15
612 24 3
612 13 353
612 11 45
612 13 73
612 1 7
612 13 14
612 13 28
612 1 2
613 1 2
613 9 10
613 22 76
613 11 45
613 13 94
613 13 28
613 13 163
614 1 5
614 1 70
614 9 356
614 11 45
614 13 64
614 13 163
615 1 57
616 83 92
616 22 20
616 13 28
616 11 36
616 9 10
616 1 15
616 22 76
616 83 84
616 24 3
616 11 50
616 1 101
616 22 369
616 1 2
616 11 37
616 13 14
617 13 14
617 1 70
617 1 5
617 1 2
617 1 15
617 9 356
618 1 15
618 1 5
618 22 419
618 24 3
618 13 28
618 30 464
618 13 27
618 1 7
618 30 419
618 1 341
618 1 2
618 11 51
618 1 3
618 1 101
618 9 10
619 30 37
619 13 27
619 1 70
619 13 28
619 1 101
619 22 20
619 1 341
619 9 10
619 1 7
619 30 464
619 30 600
619 24 3
619 30 20
619 1 3
619 1 5
620 1 3
620 9 10
620 96 110
620 1 15
620 13 118
620 13 27
620 1 5
620 24 3
620 96 134
620 1 7
621 83 84
621 1 5
621 13 27
621 13 28
621 83 87
621 1 3
621 24 3
621 22 558
621 96 134
622 13 139
622 1 5
622 1 2
623 13 435
623 30 40
623 1 15
623 83 87
623 83 84
623 83 92
623 22 336
623 30 420
623 30 336
623 30 600
623 1 7
623 1 3
623 13 27
623 13 28
623 1 341
623 1 5
623 24 3
623 30 199
624 22 76
624 24 3
624 9 10
624 1 2
625 11 49
625 13 352
625 1 2
625 1 3
625 13 351
625 1 7
625 30 352
625 30 340
625 22 76
625 30 118
625 24 3
626 22 76
626 9 10
626 1 3
626 1 15
627 1 5
627 1 7
627 13 28
627 22 232
627 1 341
627 24 3
627 30 232
627 1 15
628 1 2
628 11 12
628 30 600
628 1 341
628 30 124
628 83 87
628 13 28
628 30 464
628 30 436
628 1 5
628 1 15
628 30 420
629 9 10
629 1 3
629 24 3
629 30 464
629 1 7
629 30 37
629 13 28
629 1 2
629 13 27
629 30 420
629 11 37
629 22 20
629 1 5
629 1 15
630 9 10
630 13 28
630 1 15
630 13 73
630 1 3
630 24 3
630 383 499
630 30 107
630 1 2
631 13 118
631 30 118
631 1 15
631 13 28
631 13 85
631 9 10
631 22 76
631 30 198
631 11 45
631 24 3
631 1 7
631 11 50
631 1 3
631 1 2
632 24 3
632 1 5
632 30 420
632 13 198
632 30 373
632 13 480
632 30 306
632 9 10
632 13 27
632 30 633
632 30 436
632 1 3
634 1 15
634 1 3
634 1 341
634 1 2
634 13 14
634 1 5
635 1 289
635 1 7
635 13 118
635 30 28
635 13 636
635 24 3
635 11 49
637 30 600
637 1 15
637 13 28
637 11 638
637 90 582
637 1 341
637 83 92
637 90 115
637 83 84
637 1 7
637 30 118
